;$FILEVERSION=1.1
;$STARTTIME=44475.4114990394
;
;   C:\Users\uukucp\Desktop\log_reset_hmi\su12_resetr.trc
;
;   Start time: 06.10.2021 09:52:33.517.0
;   Generated by PCAN-View v4.2.5.569
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
 19171)     81029.7  Rx         0763  1  85 
 19172)     81034.5  Rx         0281  8  C0 51 AF 00 00 00 00 00 
 19173)     81054.2  Rx         01EE  4  0D 58 0C 00 
 19174)     81055.9  Rx         0706  0  RTR
 19175)     81056.1  Rx         0706  1  85 
 19176)     81056.3  Rx         0746  0  RTR
 19177)     81056.5  Rx         0764  0  RTR
 19178)     81056.8  Rx         0260  4  0F 23 98 06 
 19179)     81059.1  Rx         0350  8  2F 25 98 06 00 00 00 00 
 19180)     81059.6  Rx         0746  1  85 
 19181)     81059.8  Rx         0764  1  85 
 19182)     81076.2  Rx         0300  8  41 80 00 00 00 00 00 00 
 19183)     81081.1  Rx         0282  8  81 00 00 00 00 00 00 00 
 19184)     81085.9  Rx         0707  0  RTR
 19185)     81086.1  Rx         0707  1  85 
 19186)     81086.3  Rx         0747  0  RTR
 19187)     81086.5  Rx         0765  0  RTR
 19188)     81088.5  Rx         0747  1  05 
 19189)     81091.6  Rx         0765  1  85 
 19190)     81115.9  Rx         0708  0  RTR
 19191)     81116.1  Rx         0708  1  85 
 19192)     81116.3  Rx         0748  0  RTR
 19193)     81116.5  Rx         0766  0  RTR
 19194)     81117.2  Rx         0748  1  05 
 19195)     81122.1  Rx         0766  1  85 
 19196)     81126.2  Rx         0300  8  42 80 00 00 00 00 00 00 
 19197)     81131.2  Rx         0283  8  82 00 00 00 00 00 00 00 
 19198)     81145.9  Rx         0709  0  RTR
 19199)     81146.1  Rx         0709  1  85 
 19200)     81146.3  Rx         0749  0  RTR
 19201)     81146.5  Rx         0767  0  RTR
 19202)     81150.3  Rx         0767  1  85 
 19203)     81151.2  Rx         0749  1  85 
 19204)     81175.9  Rx         070A  0  RTR
 19205)     81176.1  Rx         074A  0  RTR
 19206)     81176.3  Rx         070A  1  05 
 19207)     81176.5  Rx         0768  0  RTR
 19208)     81177.0  Rx         0300  8  43 80 00 00 00 00 00 00 
 19209)     81180.5  Rx         074A  1  05 
 19210)     81180.7  Rx         0768  1  85 
 19211)     81186.9  Rx         0284  8  83 00 00 00 00 00 00 00 
 19212)     81205.9  Rx         070B  0  RTR
 19213)     81206.1  Rx         070B  1  05 
 19214)     81206.3  Rx         074B  0  RTR
 19215)     81206.5  Rx         0769  0  RTR
 19216)     81208.6  Rx         0769  1  85 
 19217)     81209.8  Rx         074B  1  85 
 19218)     81226.2  Rx         0300  8  44 80 00 00 00 00 00 00 
 19219)     81228.0  Rx         0285  8  84 00 00 00 00 00 00 00 
 19220)     81235.9  Rx         070C  0  RTR
 19221)     81236.1  Rx         074C  0  RTR
 19222)     81236.3  Rx         076A  0  RTR
 19223)     81236.5  Rx         070C  1  05 
 19224)     81238.8  Rx         074C  1  85 
 19225)     81246.3  Rx         076A  1  85 
 19226)     81265.9  Rx         070D  0  RTR
 19227)     81266.1  Rx         070D  1  05 
 19228)     81266.3  Rx         074D  0  RTR
 19229)     81266.5  Rx         076B  0  RTR
 19230)     81267.1  Rx         074D  1  85 
 19231)     81271.7  Rx         076B  1  85 
 19232)     81276.2  Rx         0300  8  45 80 00 00 00 00 00 00 
 19233)     81283.3  Rx         0286  8  C5 51 2F 00 00 00 00 00 
 19234)     81295.9  Rx         070E  0  RTR
 19235)     81296.1  Rx         070E  1  85 
 19236)     81296.3  Rx         074E  0  RTR
 19237)     81296.5  Rx         076C  0  RTR
 19238)     81297.2  Rx         074E  1  05 
 19239)     81302.7  Rx         076C  1  85 
 19240)     81325.9  Rx         070F  0  RTR
 19241)     81326.1  Rx         074F  0  RTR
 19242)     81326.3  Rx         076D  0  RTR
 19243)     81326.8  Rx         0300  8  46 80 00 00 00 00 00 00 
 19244)     81327.0  Rx         070F  1  85 
 19245)     81329.2  Rx         074F  1  85 
 19246)     81330.0  Rx         0287  8  86 00 00 00 00 00 00 00 
 19247)     81330.2  Rx         076D  1  85 
 19248)     81355.9  Rx         0710  0  RTR
 19249)     81356.1  Rx         0710  1  85 
 19250)     81356.3  Rx         0750  0  RTR
 19251)     81356.5  Rx         076E  0  RTR
 19252)     81358.3  Rx         0750  1  05 
 19253)     81363.9  Rx         076E  1  85 
 19254)     81376.2  Rx         0300  8  47 80 00 00 00 00 00 00 
 19255)     81378.5  Rx         0288  8  87 00 00 00 00 00 00 00 
 19256)     81385.9  Rx         0711  0  RTR
 19257)     81386.1  Rx         0711  1  85 
 19258)     81386.3  Rx         0751  0  RTR
 19259)     81386.5  Rx         076F  0  RTR
 19260)     81386.8  Rx         0751  1  85 
 19261)     81391.5  Rx         076F  1  85 
 19262)     81415.9  Rx         0712  0  RTR
 19263)     81416.1  Rx         0752  0  RTR
 19264)     81416.2  Rx         0770  0  RTR
 19265)     81416.5  Rx         0712  1  05 
 19266)     81420.6  Rx         0752  1  85 
 19267)     81420.9  Rx         0770  1  85 
 19268)     81426.2  Rx         0300  8  48 80 00 00 00 00 00 00 
 19269)     81433.1  Rx         0289  8  88 00 00 00 00 00 00 00 
 19270)     81445.9  Rx         0713  0  RTR
 19271)     81446.2  Rx         0713  1  05 
 19272)     81446.3  Rx         0753  0  RTR
 19273)     81446.5  Rx         0771  0  RTR
 19274)     81448.8  Rx         0753  1  85 
 19275)     81454.7  Rx         0771  1  85 
 19276)     81475.9  Rx         0714  0  RTR
 19277)     81476.1  Rx         0714  1  05 
 19278)     81476.3  Rx         0772  0  RTR
 19279)     81476.8  Rx         0300  8  49 80 00 00 00 00 00 00 
 19280)     81478.5  Rx         0772  1  85 
 19281)     81486.6  Rx         028A  8  89 00 00 00 00 00 00 00 
 19282)     81505.9  Rx         0701  0  RTR
 19283)     81506.1  Rx         0701  1  05 
 19284)     81506.3  Rx         0741  0  RTR
 19285)     81506.5  Rx         0773  0  RTR
 19286)     81508.2  Rx         0741  1  85 
 19287)     81514.6  Rx         0773  1  85 
 19288)     81526.2  Rx         0300  8  4A 80 00 00 00 00 00 00 
 19289)     81535.3  Rx         028B  8  8A 00 00 00 00 00 00 00 
 19290)     81535.8  Rx         0702  0  RTR
 19291)     81536.1  Rx         0702  1  85 
 19292)     81536.3  Rx         0742  0  RTR
 19293)     81536.5  Rx         0774  0  RTR
 19294)     81538.7  Rx         0742  1  85 
 19295)     81541.2  Rx         0774  1  85 
 19296)     81565.9  Rx         0703  0  RTR
 19297)     81566.1  Rx         0703  1  85 
 19298)     81566.3  Rx         0743  0  RTR
 19299)     81568.2  Rx         0743  1  85 
 19300)     81576.1  Rx         0300  8  4B 80 00 00 00 00 00 00 
 19301)     81586.0  Rx         028C  8  8B 00 00 00 00 00 00 00 
 19302)     81595.9  Rx         0704  0  RTR
 19303)     81596.1  Rx         0704  1  85 
 19304)     81596.3  Rx         0744  0  RTR
 19305)     81596.5  Rx         0761  0  RTR
 19306)     81600.9  Rx         0744  1  05 
 19307)     81602.0  Rx         0761  1  05 
 19308)     81625.9  Rx         0705  0  RTR
 19309)     81626.1  Rx         0705  1  85 
 19310)     81626.3  Rx         0745  0  RTR
 19311)     81626.4  Rx         0762  0  RTR
 19312)     81627.0  Rx         0300  8  4C 80 00 00 00 00 00 00 
 19313)     81629.5  Rx         028D  8  CC 5F 0E 00 31 00 0A 05 
 19314)     81629.7  Rx         0762  1  05 
 19315)     81631.3  Rx         0745  1  85 
 19316)     81655.8  Rx         0706  0  RTR
 19317)     81656.1  Rx         0706  1  05 
 19318)     81656.3  Rx         0746  0  RTR
 19319)     81656.5  Rx         0763  0  RTR
 19320)     81659.5  Rx         0746  1  05 
 19321)     81659.7  Rx         0763  1  05 
 19322)     81676.2  Rx         0300  8  4D 80 00 00 00 00 00 00 
 19323)     81678.3  Rx         028E  8  8D 00 00 00 00 00 00 00 
 19324)     81685.8  Rx         0707  0  RTR
 19325)     81686.1  Rx         0707  1  05 
 19326)     81686.3  Rx         0747  0  RTR
 19327)     81686.5  Rx         0764  0  RTR
 19328)     81688.4  Rx         0747  1  85 
 19329)     81689.5  Rx         0764  1  05 
 19330)     81715.8  Rx         0708  0  RTR
 19331)     81716.0  Rx         0748  0  RTR
 19332)     81716.3  Rx         0708  1  05 
 19333)     81716.5  Rx         0765  0  RTR
 19334)     81721.6  Rx         0765  1  05 
 19335)     81726.2  Rx         0300  8  4E 80 00 00 00 00 00 00 
 19336)     81736.2  Rx         028F  8  8E 00 00 00 00 00 00 00 
 19337)     81745.8  Rx         0709  0  RTR
 19338)     81746.1  Rx         0709  1  05 
 19339)     81746.3  Rx         0749  0  RTR
 19340)     81746.5  Rx         0766  0  RTR
 19341)     81752.0  Rx         0766  1  05 
 19342)     81775.9  Rx         070A  0  RTR
 19343)     81776.1  Rx         070A  1  85 
 19344)     81776.3  Rx         074A  0  RTR
 19345)     81776.5  Rx         0767  0  RTR
 19346)     81777.0  Rx         0300  8  4F 80 00 00 00 00 00 00 
 19347)     81780.3  Rx         0767  1  05 
 19348)     81780.5  Rx         074A  1  85 
 19349)     81786.8  Rx         0290  8  8F 00 00 00 00 00 00 00 
 19350)     81805.9  Rx         070B  0  RTR
 19351)     81806.1  Rx         070B  1  85 
 19352)     81806.2  Rx         074B  0  RTR
 19353)     81806.5  Rx         0768  0  RTR
 19354)     81809.7  Rx         074B  1  05 
 19355)     81810.7  Rx         0768  1  05 
 19356)     81826.2  Rx         0300  8  50 80 00 00 00 00 00 00 
 19357)     81835.8  Rx         070C  0  RTR
 19358)     81836.3  Rx         0291  8  90 00 00 00 00 00 00 00 
 19359)     81836.6  Rx         070C  1  85 
 19360)     81836.7  Rx         074C  0  RTR
 19361)     81837.0  Rx         0769  0  RTR
 19362)     81838.5  Rx         0769  1  05 
 19363)     81838.8  Rx         074C  1  05 
 19364)     81865.8  Rx         070D  0  RTR
 19365)     81866.1  Rx         070D  1  85 
 19366)     81866.3  Rx         074D  0  RTR
 19367)     81866.5  Rx         076A  0  RTR
 19368)     81867.0  Rx         074D  1  05 
 19369)     81876.2  Rx         0300  8  51 80 00 00 00 00 00 00 
 19370)     81876.4  Rx         076A  1  05 
 19371)     81880.0  Rx         0292  8  91 00 00 00 00 00 00 00 
 19372)     81895.8  Rx         070E  0  RTR
 19373)     81896.1  Rx         070E  1  05 
 19374)     81896.3  Rx         074E  0  RTR
 19375)     81896.5  Rx         076B  0  RTR
 19376)     81897.1  Rx         074E  1  85 
 19377)     81901.6  Rx         076B  1  05 
 19378)     81925.9  Rx         070F  0  RTR
 19379)     81926.1  Rx         070F  1  05 
 19380)     81926.3  Rx         074F  0  RTR
 19381)     81926.5  Rx         076C  0  RTR
 19382)     81927.0  Rx         0300  8  52 80 00 00 00 00 00 00 
 19383)     81929.2  Rx         074F  1  05 
 19384)     81932.7  Rx         076C  1  05 
 19385)     81935.3  Rx         0293  8  92 00 00 00 00 00 00 00 
 19386)     81955.9  Rx         0710  0  RTR
 19387)     81956.0  Rx         0750  0  RTR
 19388)     81956.2  Rx         076D  0  RTR
 19389)     81956.5  Rx         0710  1  05 
 19390)     81958.3  Rx         0750  1  85 
 19391)     81959.8  Rx         076D  1  05 
 19392)     81976.1  Rx         0300  8  53 80 00 00 00 00 00 00 
 19393)     81977.4  Rx         0294  8  93 00 00 00 00 00 00 00 
 19394)     81985.9  Rx         0711  0  RTR
 19395)     81986.0  Rx         0751  0  RTR
 19396)     81986.3  Rx         0711  1  05 
 19397)     81986.5  Rx         076E  0  RTR
 19398)     81986.7  Rx         0751  1  05 
 19399)     81993.9  Rx         076E  1  05 
 19400)     82015.9  Rx         0712  0  RTR
 19401)     82016.1  Rx         0712  1  85 
 19402)     82016.3  Rx         0752  0  RTR
 19403)     82016.4  Rx         076F  0  RTR
 19404)     82020.5  Rx         0752  1  05 
 19405)     82021.5  Rx         076F  1  05 
 19406)     82026.1  Rx         0300  8  40 80 00 00 00 00 00 00 
 19407)     82034.5  Rx         0281  8  80 00 00 00 00 00 00 00 
 19408)     82045.8  Rx         0713  0  RTR
 19409)     82046.1  Rx         0713  1  85 
 19410)     82046.3  Rx         0753  0  RTR
 19411)     82046.5  Rx         0770  0  RTR
 19412)     82048.7  Rx         0753  1  05 
 19413)     82050.9  Rx         0770  1  05 
 19414)     82056.1  Rx         0260  4  05 23 F6 02 
 19415)     82058.2  Rx         0346  8  25 25 F6 02 00 00 00 00 
 19416)     82075.8  Rx         0714  0  RTR
 19417)     82076.1  Rx         0714  1  85 
 19418)     82076.3  Rx         0771  0  RTR
 19419)     82076.8  Rx         0300  8  41 80 00 00 00 00 00 00 
 19420)     82081.0  Rx         0282  8  81 00 00 00 00 00 00 00 
 19421)     82084.7  Rx         0771  1  05 
 19422)     82105.9  Rx         0701  0  RTR
 19423)     82106.1  Rx         0701  1  85 
 19424)     82106.3  Rx         0741  0  RTR
 19425)     82106.5  Rx         0772  0  RTR
 19426)     82108.1  Rx         0741  1  05 
 19427)     82108.5  Rx         0772  1  05 
 19428)     82126.1  Rx         0300  8  42 80 00 00 00 00 00 00 
 19429)     82130.7  Rx         0283  8  82 00 00 00 00 00 00 00 
 19430)     82135.9  Rx         0702  0  RTR
 19431)     82136.1  Rx         0702  1  05 
 19432)     82136.3  Rx         0742  0  RTR
 19433)     82136.5  Rx         0773  0  RTR
 19434)     82138.7  Rx         0742  1  05 
 19435)     82144.5  Rx         0773  1  05 
 19436)     82165.9  Rx         0703  0  RTR
 19437)     82166.1  Rx         0703  1  05 
 19438)     82166.3  Rx         0743  0  RTR
 19439)     82166.5  Rx         0774  0  RTR
 19440)     82168.2  Rx         0743  1  05 
 19441)     82171.2  Rx         0774  1  05 
 19442)     82176.1  Rx         0300  8  43 80 00 00 00 00 00 00 
 19443)     82176.8  Rx         0284  8  83 00 00 00 00 00 00 00 
 19444)     82195.9  Rx         0704  0  RTR
 19445)     82196.1  Rx         0704  1  05 
 19446)     82196.3  Rx         0744  0  RTR
 19447)     82200.9  Rx         0744  1  85 
 19448)     82225.8  Rx         0705  0  RTR
 19449)     82226.1  Rx         0705  1  05 
 19450)     82226.3  Rx         0745  0  RTR
 19451)     82226.5  Rx         0761  0  RTR
 19452)     82227.0  Rx         0300  8  44 80 00 00 00 00 00 00 
 19453)     82227.9  Rx         0285  8  84 00 00 00 00 00 00 00 
 19454)     82231.2  Rx         0745  1  05 
 19455)     82232.0  Rx         0761  1  85 
 19456)     82255.8  Rx         0706  0  RTR
 19457)     82256.1  Rx         0706  1  85 
 19458)     82256.3  Rx         0746  0  RTR
 19459)     82256.5  Rx         0762  0  RTR
 19460)     82259.4  Rx         0762  1  85 
 19461)     82259.6  Rx         0746  1  85 
 19462)     82276.1  Rx         0300  8  45 80 00 00 00 00 00 00 
 19463)     82283.2  Rx         0286  8  85 00 00 00 00 00 00 00 
 19464)     82285.9  Rx         0707  0  RTR
 19465)     82286.1  Rx         0707  1  85 
 19466)     82286.3  Rx         0747  0  RTR
 19467)     82286.5  Rx         0763  0  RTR
 19468)     82288.4  Rx         0747  1  05 
 19469)     82289.7  Rx         0763  1  85 
 19470)     82315.9  Rx         0708  0  RTR
 19471)     82316.1  Rx         0708  1  85 
 19472)     82316.3  Rx         0748  0  RTR
 19473)     82316.5  Rx         0764  0  RTR
 19474)     82317.2  Rx         0748  1  05 
 19475)     82319.6  Rx         0764  1  85 
 19476)     82326.2  Rx         0300  8  46 80 00 00 00 00 00 00 
 19477)     82329.9  Rx         0287  8  86 00 00 00 00 00 00 00 
 19478)     82345.9  Rx         0709  0  RTR
 19479)     82346.0  Rx         0749  0  RTR
 19480)     82346.3  Rx         0709  1  85 
 19481)     82346.5  Rx         0765  0  RTR
 19482)     82351.1  Rx         0749  1  85 
 19483)     82351.6  Rx         0765  1  85 
 19484)     82375.9  Rx         070A  0  RTR
 19485)     82376.1  Rx         074A  0  RTR
 19486)     82376.3  Rx         070A  1  05 
 19487)     82376.5  Rx         0766  0  RTR
 19488)     82377.0  Rx         0300  8  47 80 00 00 00 00 00 00 
 19489)     82378.4  Rx         0288  8  87 00 00 00 00 00 00 00 
 19490)     82380.4  Rx         074A  1  05 
 19491)     82382.0  Rx         0766  1  85 
 19492)     82405.9  Rx         070B  0  RTR
 19493)     82406.1  Rx         070B  1  05 
 19494)     82406.3  Rx         074B  0  RTR
 19495)     82406.5  Rx         0767  0  RTR
 19496)     82409.7  Rx         074B  1  85 
 19497)     82410.2  Rx         0767  1  85 
 19498)     82426.2  Rx         0300  8  48 80 00 00 00 00 00 00 
 19499)     82433.1  Rx         0289  8  88 00 00 00 00 00 00 00 
 19500)     82435.8  Rx         070C  0  RTR
 19501)     82436.1  Rx         070C  1  05 
 19502)     82436.3  Rx         074C  0  RTR
 19503)     82436.5  Rx         0768  0  RTR
 19504)     82438.7  Rx         074C  1  85 
 19505)     82440.7  Rx         0768  1  85 
 19506)     82465.9  Rx         070D  0  RTR
 19507)     82466.1  Rx         070D  1  05 
 19508)     82466.3  Rx         074D  0  RTR
 19509)     82466.5  Rx         0769  0  RTR
 19510)     82467.0  Rx         074D  1  85 
 19511)     82468.5  Rx         0769  1  85 
 19512)     82476.2  Rx         0300  8  49 80 00 00 00 00 00 00 
 19513)     82486.2  Rx         028A  8  89 00 00 00 00 00 00 00 
 19514)     82495.9  Rx         070E  0  RTR
 19515)     82496.1  Rx         070E  1  85 
 19516)     82496.3  Rx         074E  0  RTR
 19517)     82496.5  Rx         076A  0  RTR
 19518)     82497.1  Rx         074E  1  05 
 19519)     82506.3  Rx         076A  1  85 
 19520)     82525.9  Rx         070F  0  RTR
 19521)     82526.1  Rx         074F  0  RTR
 19522)     82526.3  Rx         076B  0  RTR
 19523)     82526.8  Rx         0300  8  4A 80 00 00 00 00 00 00 
 19524)     82527.0  Rx         070F  1  85 
 19525)     82529.1  Rx         074F  1  85 
